id,created,updated,title,content,tags,product,topic,locale,answers,creator
1499881,2025-03-17 04:23:32 -0700,2025-03-17 06:28:02 -0700,Thunderbird install win 11,"<p>I've been using Thunderbird with no issues on Win 10. Its now installed on my new Win 11 PC but in the email account set up, it continuously says I have the wrong password. The password is correct and it picks the correct servers, so why the error message and is there a fix? Dave </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1718895;,davehazell
1499882,2025-03-17 04:24:02 -0700,2025-03-17 04:24:02 -0700,Problem with data,"<p>hi, today after opening Thunderbird on my computer the message 'account verification' appeared. After entering the data I got the information verification successful. After reopening Thunderbird it turned out that the email history is incomplete / received - only the last few emails / besides the second email account is not displayed. How can I go back to the previous settings and recover the full history? </p>",thunderbird;accounts;,thunderbird,accounts,en-US,"",adameon
1499883,2025-03-17 04:24:13 -0700,2025-03-17 05:39:21 -0700,Thunderbird lost .exe,"<p>I turned my laptop on this morning and Thunderbird disapeared!  It looks as though an auto update failed after the .exe file etc had been deleted.  How can I re-instal (via my desktop if necessary which I am on here) without losing all my settings.  The profile appears to be intact.  Having re-installed, how do I connect to the profile which is on a separate disk? </p>",thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1718876;,etg
1499885,2025-03-17 04:37:24 -0700,2025-03-17 05:37:03 -0700,How can I reset a forgotton password for my email account?email,<p>How can I reset a forgotton password for my email account please? </p>,thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,1718875;,timawmack1
1499887,2025-03-17 04:51:42 -0700,2025-03-17 16:19:31 -0700,Unable to send email,"<p>I have two email accounts in Thunderbird 128.7.0esr. I am using a Windows 10 operating system. I can receive and send email through danielpace4114@hotmail.com; but, with dpace4114@msn.com I can only receive emails. I have attached screen shots of account settings. Please help in very simple terms. I am an old guy! Thank you,  Dan </p>",thunderbird;accounts;,thunderbird,accounts,en-US,1718892;1718894;1719083;,dpace4114
1499888,2025-03-17 04:52:05 -0700,2025-03-17 16:33:52 -0700,Newly installed Thunderbird on new PC's not receiving or sending email,<p>I have installed Thunderbird on a new Lenovo PC using the latest version of Windows. I have copied the settings manually and correctly from a laptop in to the settings for the accounts on the PC. Thunderbird does not give any errors for collection of email though none are appearing in the inbox. There are messages on the server waiting to be collected. </p><p>There is a timeout on the SMTP when trying to send messages so no messages are sent. </p><p>I have checked all the settings and they are as follows: POP account port 110 smtp port 587  Using START and normal password authentication for both. </p><p>I have tried numerous other permutations of configurations as well as restarting Thunderbird after every change. As I mention these are the identical settings used on the laptops which the PC's are replacing. The PC is connected to the internet via ethernet cable and the internet functions fine. </p><p>Any ideas out there or anyone having had a similar experience and found a resolution? </p>,thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1718879;1718910;1718927;1718952;1719085;,info12757
1499889,2025-03-17 05:12:24 -0700,2025-03-17 10:42:30 -0700,New Ideea,"<p>Improvement: Moving folders in the inbox should be more difficult, or there should be a confirmation prompt asking whether the folder should be moved. It often happens that when the mouse button is held down and moved, the folder is unintentionally moved to another folder. </p><p>Thx </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1718874;1718994;,mozilla710
1499892,2025-03-17 05:31:06 -0700,2025-03-17 05:32:20 -0700,How to change the position of the signatures,"<p>Hello, </p><p>I tried to change the position of my signature, but I can't find the setting to this. I read <a href=""/en-US/kb/signatures"" rel=""nofollow"">this article</a> for help. However, I can't find ""Account Settings"" in ""Tools"" menu(see attachments). </p><p>Is there any way to change the position of the signature? </p>",thunderbird;settings;,thunderbird,settings,en-US,1718873;,bingchuanjuzi
1499896,2025-03-17 06:34:42 -0700,2025-03-17 20:34:48 -0700,Access to my email account.,"<p>2025 03 17 </p><p>Dear Sir, </p><p>Username:     [email]@malcolmgmiller.biz </p><p>I am unable to sign into my email account. </p><p>A fault notification comes up advising incorrect username or password. </p><p>I have checked and all is in order. </p><p>Perhaps I have put in the incorrect information earlier when setting up. </p><p>Please reply to  </p><p>[email]@aol.co.uk </p><p>until issue rectified. </p><p>Yours faithfully, </p><p><br> Malcolm G. Miller. [email]@malcolmgmiller.biz [phone number] </p><p><em>Personal information modified as this is a public forum</em> </p>",thunderbird;accounts;needsinfo;,thunderbird,accounts,en-US,1718937;,malcolm43
1499899,2025-03-17 06:50:42 -0700,2025-03-17 06:50:42 -0700,The message I received is:   the server is refusing your connection was refused,<p>'The message from Thunderbird:  the server is refusing your connection </p>,thunderbird;accessibility;,thunderbird,accessibility,en-US,"",gmk34
1499907,2025-03-17 07:13:24 -0700,2025-03-21 07:45:48 -0700,Unable to use templates since last Win10 update,"<p>Hello,  </p><p>Please apologize my errors, english is not my mothern language. So, my vocabulary may have some lack, and the terms i use to describe some menu's elements are not the one used on the english version. </p><p>Last friday, Win 10 update itself. Cause a lot of trouble.  I've uninstall this update and all seem to be well again. With Thunderbird, the main problem was i was unable to send a message&nbsp;: smtp problem (which is not due to thunderbird nor from my mail provider, but from W10's update) But there still a problem with my beloved thunderbird&nbsp;: - the templates i use are inactives.  When i double-click on them, nothing happen. Even with right-click, ""new message from template""&nbsp;: nothing </p><p>The only way to use them is to right-clic &gt; open &gt; open in a new [tab/window] &gt; copy and paste in a new message... Even ""Modify as a new message"" is not working except if i first open it in a new window (and then, when in this new window, CTRL+E). </p><p>Before that mess, i was running 128 ESR (up to date). </p><p>In desperation, i've done that&nbsp;: - Testing new install of 128 ESR with no uninstall of previous version&nbsp;: same problem - Testing new install of 136, with no uninstall&nbsp;: same problem - Done these both again with uninstall&nbsp;: same problem. </p><p>Restarting my computer each time, off course (some much time lost from this morning... ) That's feel me crazy&nbsp;! </p><p>I will be grateful to have some help. </p><p>PM </p><p>PS&nbsp;: W10 because it's my work's computer. No choice for the moment </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1718915;1719445;1719866;1719998;1720007;1720072;,penn.maen
1499914,2025-03-17 07:39:50 -0700,2025-03-17 11:27:36 -0700,changing font color in a reply,"<p>I've used TB for years, but never had this problem until I had to download and install the latest version (after one of my laptops crapped out).  When replying to an email, everything works correctly EXCEPT when I try to change the color of my typed text, it will not display the new color.  I have no idea if it's changed on the recipient's end or not, but it always used to show the new color on my screen.  Everything else seems to working beautifully, as usual . . . </p>",thunderbird;settings;,thunderbird,settings,en-US,1718933;1719016;,daryl.beard
1499923,2025-03-17 07:52:16 -0700,2025-03-17 07:52:16 -0700,Highlight duplicate contact,<p>Is there an option to highlight a message sent by a contact who already wrote me on a different address? </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",kharalkarim
1499924,2025-03-17 07:55:05 -0700,2025-03-21 17:21:40 -0700,"How do I change the font size in the ""Subject"" field?","<p>During my messing around while trying to solve a UI problem arising from a migration to a new-to-me used Mac, I found a way to change the font size in the ""Subject"" field of e-mails in their own window, and as an experiment made it larger. It did not change the other problem, which has been solved.  </p><p>Now I can't re-find that place in any of the settings, and want to change it back to the default. Please, someone, anyone, where is it? </p><p>Using TB 136.0... </p>",thunderbird;settings;,thunderbird,settings,en-US,1718955;1720233;,AlexanderCarpenter
1499926,2025-03-17 08:06:07 -0700,2025-03-18 00:33:22 -0700,certificaat,"<p>Bij ophalen van een supplementair account, wordt dit geweigerd omdat de identiteit onbekend is en wordt de melding ""<a href=""http://imap.mail.com:993"" rel=""nofollow"">imap.mail.com:993</a>"" gegeven. Het certificaat wordt geweigerd. </p>",thunderbird;accounts;,thunderbird,accounts,nl,1719153;,jbourgeois679
1499927,2025-03-17 08:06:53 -0700,2025-03-17 08:06:53 -0700,"je n, ARRIVE PAS A ME CONNECTER?","<p>Bonjour, je n'arrive pas a me connecter?? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",bilou1
1499929,2025-03-17 08:19:57 -0700,2025-03-17 09:32:48 -0700,How do you Delay sending an email for 24 hours?,<p><strong>HOW DO YOU DELAY AN EMAIL FOR 24 HOURS&gt; </strong> bold text<strong></strong> </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1718978;,rsgbrowne
1499932,2025-03-17 08:25:48 -0700,2025-03-17 19:40:58 -0700,¿Cómo se cambia la contraseña de una cuenta de correo en Thunderbird?,"<p>Requiero cambiar la contraseña de una mis cuentas de correo en Thunderbird, sin embargo al abrir la opción de configuración de cuentas, no encuentro el lugar para cambiar la contraseña. </p><p>Agradeceré que me ayuden con este ""simple"" tema. Gracias de antemano. </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,es,1719127;,Juaguelin
1499939,2025-03-17 08:39:41 -0700,2025-03-19 07:38:53 -0700,T'bd hangs mostly at startup (Mac),<p>Hi to all&nbsp;! On a MacBook Pro under Sequoia 15.3.1 whenever I launch T'bd (128.8.0esr) it opens but accepts no command and the message screen is empty. The CPU usage is about 25%. Nothing else of importance runs on the computer. The same happens sometimes in the middle of a session. I removed Norton 360 just in case: no help. I could not correlate this behavior with any change I or the software updates did (it worked perfectly well until ~end 24). When I wait (15-30 min) and the messages finally appear. I tried killing an relaunching T'bd but it does not make much of a difference. Would someone have an idea where I could search to solve that? Thanks in advance for any help. Max. </p>,thunderbird;performance-and-connectivity;,thunderbird,performance-and-connectivity,en-US,1719376;1719414;1719509;,max.wach
1499943,2025-03-17 09:03:55 -0700,2025-03-17 09:03:55 -0700,Email pane position,"<p>I upgraded yesterday from Linux Mint 20.3 to Linux Mint 21 with Thunderbird 115.18.0. Since then whenever I open an email the pane is at top left of the screen and is partially obscured. I can move it easily, but new messages always default to the top left position, unlike the Thunderbird in Mint 20.3 where new messages defaulted to the last used position. Can I change this behaviour? </p>",thunderbird;settings;,thunderbird,settings,en-US,"",cliffcoggin
1499960,2025-03-17 09:59:51 -0700,2025-03-17 10:55:00 -0700,Complete headers included and displayed when forwarding a message - how to stop this?,"<p>Something (actually several things but we'll get to those..) things have changed in the update TB version I'm using (128.8.0esr (64-bit)) </p><p>I used to be able to select to Forward a message (in text or HTML format) and I got a simple forward of the visible content of the message. </p><p>Now - I get a forward that includes all the mail handling fields associated with the message. An example is (and I blocked out my identifiable info..) attached. </p><p>Any thoughts on how to eliminate this? If I go to delete this - it deletes the content in the fields, but leaves the structure behind with empty fields.  This wasn't a problem in earlier versions of TB... </p><p>HELP! </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1718997;,deilenberger
1499961,2025-03-17 10:05:12 -0700,2025-03-17 10:05:12 -0700,Apple Reminders not showing up in Calendar/Tasks,"<p>Just downloaded Thunderbird on LInux and I'm trying to set up my calendar. My Apple reminder aren't showing up. When I add a calendar with <a href=""https://caldav.icloud.com"" rel=""nofollow"">https://caldav.icloud.com</a>, I'm able to subscribe to my calendars with no problem. Reminders shows up on the list (with a warning emoji next to it) but none of my reminders show up. However, there are two tasks: </p><p>- The creator of this list has upgraded these reminders With a link to this Apple support page: <a href=""https://support.apple.com/en-us/102457"" rel=""nofollow"">https://support.apple.com/en-us/102457</a>, telling me how to upgrade reminders. I'm on ios 18.3.1. And another tasks with no description, just says: Where are my reminders? </p><p>Is there any way to get it to work? Anything else I could try? Any help would be appreciated:&nbsp;:-) </p>",thunderbird;performance-and-connectivity;,thunderbird,performance-and-connectivity,en-US,"",honeychain
1499964,2025-03-17 10:50:24 -0700,2025-03-17 11:18:29 -0700,adresse mail,<p>Comment supprimer une adresse mail&nbsp;? </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1719009;,GUILLEJJ
1499965,2025-03-17 11:00:08 -0700,2025-03-17 11:00:08 -0700,Setting up two accounts on one of my two computers,<p>I have two email accounts and both setup easily on my MacBook Air but my second account will not set up on my PC.  I get the error message Thunderbird failed to find the settings for your account. I have copied the same info from my MacBook.. </p>,thunderbird;accounts;,thunderbird,accounts,en-US,"",chbarefield1
1499966,2025-03-17 11:01:27 -0700,2025-03-18 13:20:56 -0700,Add user to my account,"<p>After 30 years of using Thunderbird with no problems, yesterday opened my account (with my wife's email also) and everything was gone. I managed to get my stuff back but today I worked on my wife's and, while I got her email address to appear in my account I can't get anything else - folders, emails, saved emails, etc. Obviously mine was hidden somewhere because I recovered it pretty readily but I'm having no luck with my wife's. The only things of hers that appear are her inbox, trash, and outbox. I'm delaying telling her because she will be justifiably extremely upset. HELP! </p>",thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1719348;,dannas
1499967,2025-03-17 11:12:00 -0700,2025-03-18 04:32:02 -0700,New phone,<p>Have forgotten thunderbird password so can't log in on my new phone </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1719186;,corleyweld
1499975,2025-03-17 11:34:15 -0700,2025-03-17 11:34:15 -0700,Can't login to business email,<p>I cannot get any emails to work. </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",src9097
1499985,2025-03-17 12:00:20 -0700,2025-03-20 11:55:06 -0700,Thunderbird Start Page Error,"<p>The Thunderbird start page in the General Settings is set to open to this URL by default: <a href=""https://live.thunderbird.net/%APP%/start?locale=%LOCALE%&amp;version=%VERSION%&amp;channel=%CHANNEL%&amp;os=%OS%&amp;buildid=%APPBUILDID%"" rel=""nofollow"">https://live.thunderbird.net/%APP%/start?locale=%LOCALE%&amp;version=%VERSION%&amp;channel=%CHANNEL%&amp;os=%OS%&amp;buildid=%APPBUILDID%</a> </p><p>However when I open Thunderbird there is a security alert in the web panel. </p>",thunderbird;settings;,thunderbird,settings,en-US,1719642;1719864;,gorlic
1499986,2025-03-17 12:10:46 -0700,2025-03-17 12:10:46 -0700,Can't send email through att.net,"<p>I can't send an email on my <a href=""http://att.net"" rel=""nofollow"">att.net</a> account which I've had for years and also I have been using thunderbird email for years. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",stevenallee5
1499988,2025-03-17 12:21:08 -0700,2025-03-17 12:21:08 -0700,"Too large message, but can't undo - or find where the message/attachment still exists","<p>I tried to send a [too big] file to someone.  So, I deleted the message from sent and draft, compacted folders both in Thunderbird and from gmail (permanently deleted the trash).  I still get the message: </p><p>""Warning! You are about to send a message of size 29.6 MB. Are you sure you want to do this?"" </p><p>every time I send anything from Thunderbird (and every time my laptop connects to a WiFi) </p><p>Thunderbird then also (ever time) gives me the two error messages: </p><p>""Sending of the message failed. An error occurred while sending mail. The mail server responded: Syntax error, cannot decode response. For more information, go to </p><pre><a href=""https://support.google.com/a/answer/3221692"" rel=""nofollow"">https://support.google.com/a/answer/3221692</a> and review RFC 5321 </pre> <p>specifications. 586e51a60fabf-2c6710208efsm2231054fac.17 - gsmtp. Please check the message recipient """" and try again."" </p><p>and (where I have removed the actual e-mail addressee, for privacy) </p><p>""Send Message Error Sending of the message failed. An error occurred while sending mail. The mail server responded: The recipient address &lt;mailto:xx.yy@zz.edu&gt; is not a valid RFC 5321 address. For more information, go to </p><pre><a href=""https://support.google.com/a/answer/3221692"" rel=""nofollow"">https://support.google.com/a/answer/3221692</a> and review RFC 5321 </pre> <p>specifications. 46e09a7af769-72bb267b340sm1748154a34.13 - gsmtp. Please check the message recipient """"mailto:xx.yy""@zz.edu"" and try again. </p><p>I've looked at those URLs, but the ""answers"" don't help.    Any suggestions? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",bgandersson61
1499989,2025-03-17 12:28:31 -0700,2025-03-17 15:48:05 -0700,Thunderbird Addons Website 502 Error,"<p><a href=""https://addons.thunderbird.net"" rel=""nofollow"">https://addons.thunderbird.net</a> </p><p>The addons website for Thunderbird appears to be down with a 502 bad gateway error. </p><p>Thank you for your time. </p><p>Zach </p>",thunderbird;performance-and-connectivity;,thunderbird,performance-and-connectivity,en-US,1719073;,bynxmusic
1499996,2025-03-17 13:15:36 -0700,2025-03-18 04:30:06 -0700,sign in,<p>I have forgotten my thunderbird password. I can't make a new one because it doesn't give me that option on the sign in spot. help please </p>,thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,1719185;,stretch3
1499999,2025-03-17 13:26:10 -0700,2025-03-19 14:24:24 -0700,emails to my inbox appear then go directly to the deleted messages without command,<p>EMAILS TO MY INBOX FIRST APPEAR BRIEFLY THEN GO DIRECTLY TO MY DELETED MESSAGES WITHOUT COMMAND </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1719641;,em12341
1500001,2025-03-17 13:30:26 -0700,2025-03-17 13:30:26 -0700,Not receiving new emails from Proton Mail,"<p>I've set up my Thunderbird account to receive mail from Proton Mail, and it imported all the previous mail, but I'm not getting any new messages. I have checked the settings that I was told to input from Proton Mail Bridge and they are correct. I am receiving mail through <a href=""http://Proton.me"" rel=""nofollow"">Proton.me</a>, but any messages since I initially set it up are not connecting to Thunderbird. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",pacsl
1500003,2025-03-17 13:33:33 -0700,2025-03-18 09:16:49 -0700,Disappearing emails,"<p>I posted this before but have had no response whatsoever after several days. Maybe I posted it under the wrong thread, so am redoing it here. Apologies for repetition. </p><p>In the past week or so I have noticed that some emails disappear from one inbox on my Windows 10 PC.  I have three Thunderbird accounts (call them A, B, and C), and the emails only disappear from box A.  It seems completely random, and furthermore they only disappear on my own PC.  My husband has an identical set-up on his Windows 10 PC, which also includes the boxes A, B, and C, and the messages do NOT disappear there.  I can also see them on my iPhone and two iPads, and they do not disappear from those.  I have tried forwarding them to myself from my phone, and while most of them did show up in the A inbox on my PC, I have noticed that some of them have now disappeared again. </p><p>This is incredibly frustrating, because I do most of my work at my PC.  I thought I needed an update, but TB says I am up to date (128.8.0esr (32-bit)). It can't be anything to do with the server, because it is so specific: one inbox on one PC only.  There doesn't seem to be any special pattern--some have attachments, some don't. </p><p>Many thanks for any suggestions! </p><p>I also posted two updates under the original question (which had a title something like 'Random emails keep disappearing'), and the problem is still ongoing, making my life a bit difficult, as I am at the moment in contact with doctors, lawyers, and insurers, and I keep losing their emails on my main PC, which holds documents that I sometimes need to attach to replies. </p><p>I am very surprised no one has replied (apart from my own updates), as usually there is someone out there with good ideas. </p><p>I'd really be grateful if someone could suggest something.  Many thanks. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1719059;1719066;1719177;1719194;1719204;1719237;,Janet1593
